predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
serve,plate,,0.5,,0.5,The server served the plate of fries to the customer with a side of ketchup.,0.5,,0.5,,0.5,5.9,0.5
serve,tray,The waiter served the tray of drinks on the table.,0.8,The waiter used the tray to carry the drinks to the table.,0.75,The waiter placed the tray of drinks on the table.,0.5,The waiter served the tray of drinks to the customer.,0.8,The waiter used the tray to hold the drinks while the customer was served.,0.75,6.5,0.72
serve,glass,The waiter served the glass of water with a smile.,0.5,The bartender served the drink with a flourish.,0.5,,0.5,,0.5,,0.5,4.9,0.5
serve,platter,,0.0,,0.0,,0.0,,0.0,,0.0,5.8,0.0
serve,bucket,The bucket served as a container for the water.,0.5,The bucket served as a tool for pouring the water.,0.8,The bucket served as a vessel for the water.,0.5,The bucket served as a receptacle for the water.,0.5,"The bucket served as a container for the water, and it was used to pour the water into the sink.",0.75,1.4,0.61
sweep,mop,The mop swept the floor with ease.,1.0,The sweep of the mop was soothing to the carpet.,0.8,The mop swept up the crumbs with a satisfying swish.,0.8,The sweep of the mop was a relief after a messy day.,0.8,The mop swept away the dirt with a quick motion.,1.0,3.7,0.88
sweep,rag,The maid swept the floor with a rag.,1.0,The janitor swept the sidewalk with a broom.,0.8,The gardener swept the leaves with a rake.,0.5,The chef swept the kitchen with a duster.,0.8,The teacher swept the classroom with a mop.,0.5,3.1,0.72
sweep,broom,The broom swept the floor.,1.0,The sweep of the broom cleaned the floor.,1.0,The broom swept the floor with ease.,1.0,The sweep of the broom was quick and efficient.,1.0,The broom swept the floor with a gentle touch.,1.0,7,1.0
sweep,rake,The sweep of the rake across the floor was soothing.,0.8,The rake swept up the leaves with ease.,1.0,The sweep of the rake was a gentle caress.,0.8,The rake swept away the dirt with a satisfying swish.,1.0,The sweep of the rake was a soothing balm for the soul.,0.8,3,0.88
sweep,brush,The sweep of the brush across the floor was soothing.,0.8,The brush swept up the dirt and dust with ease.,1.0,The brush was swept clean by the broom.,0.8,The sweep of the brush across the floor was soothing.,0.8,The brush swept up the dirt and dust with ease.,1.0,3.7,0.88
sweep,rock,The broom swept the floor with ease.,0.0,The sweep of the broom was so smooth.,0.0,The rock was swept away by the broom.,0.5,The broom swept the rock clean.,0.8,The sweep of the broom was so powerful.,0.0,1,0.26
write,pen,I wrote the letter with a pen.,1.0,She wrote the report with a pen.,0.8,He wrote the book with a pen.,0.8,They wrote the article with a pen.,0.8,We wrote the story with a pen.,0.8,6.9,0.84
write,keyboard,I wrote the letter on the keyboard.,0.5,The keyboard was used to write the essay.,1.0,The keyboard was the instrument used to write the poem.,1.0,The keyboard was the tool used to write the story.,1.0,The keyboard was the device used to write the email.,1.0,4.8,0.9
write,thesaurus,,0.0,,0.0,,0.0,,0.0,,0.0,3.8,0.0
write,stick,The pen writes on the paper.,0.5,The pencil writes on the notebook.,0.8,The marker writes on the board.,0.5,The crayon writes on the canvas.,0.5,The ink writes on the paper.,0.0,1.8,0.46
write,pencil,The pencil wrote the letter.,0.5,,1.0,,1.0,,1.0,,1.0,6.8,0.9
write,desk,,0.0,,0.0,,0.0,,0.0,,0.0,4.9,0.0
write,wire,The wire was used to write the letter.,0.8,,0.8,,0.8,,0.8,,0.8,1,0.8
write,sword,,0.0,,0.0,,0.0,,0.0,,0.0,1,0.0
write,box,I wrote the letter in the box with a pen.,0.5,The box was used as an instrument to write the letter.,0.5,The letter was written in the box using a pen as an instrument.,0.5,The pen was used as an instrument to write the letter in the box.,0.5,The letter was written in the box with a pen as an instrument.,0.5,1,0.5
paint,brush,The artist used a paintbrush to paint the canvas.,1.0,The painter used a paintbrush to apply paint to the canvas.,1.0,The artist used a paintbrush to mix paint with water.,0.8,The painter used a paintbrush to clean the brush.,0.5,The artist used a paintbrush to create a painting.,1.0,6.8,0.86
paint,roller,The painter used a roller to paint the canvas.,0.8,The roller was used by the painter to paint the canvas.,0.8,The roller was used to paint the canvas by the painter.,0.8,The painter painted the canvas with a roller.,0.8,The roller was used to paint the canvas.,0.8,6.6,0.8
paint,straw,,0.0,The painter used straw as a paintbrush to paint the picture.,0.5,,0.0,The painter used straw to add color to the canvas.,0.5,The artist used straw to create a vibrant painting.,0.5,1.4,0.3
paint,paint,The artist used a paintbrush to paint the canvas.,0.5,The painter used a paintbrush to apply paint to the canvas.,0.5,The artist used a paintbrush to mix paint with water.,0.5,,1.0,The artist used a paintbrush to create a painting.,0.5,7,0.6
paint,can,The can of paint can be used to paint the wall.,0.8,The paint can is used to paint the wall.,0.8,The paint can is used to paint the ceiling.,0.8,The paint can is used to paint the furniture.,0.8,The paint can is used to paint the floor.,0.8,5.2,0.8
paint,sponge,The sponge was used to paint the wall.,0.5,The sponge was used to paint the ceiling.,0.8,The sponge was used to paint the furniture.,0.5,The sponge was used to paint the car.,0.5,The sponge was used to paint the house.,0.5,4.5,0.56
paint,rag,The artist used a rag to paint the canvas.,0.8,The painter used a rag to clean the brushes.,0.5,,0.75,,0.75,The artist used a rag to dry the paintbrushes.,0.5,3.9,0.66
shoot,gun,I shot the gun.,1.0,He shot the gun with a high velocity.,1.0,She shot the gun with a low velocity.,0.8,They shot the gun with a medium velocity.,0.8,We shot the gun with a high velocity.,1.0,6.8,0.92
shoot,straw,The straw shoot was too long and kept getting in the way.,0.5,The straw shoot was too short and didn't provide enough suction.,0.5,The straw shoot was too thick and made it difficult to blow.,0.5,The straw shoot was too thin and didn't provide enough airflow.,0.5,The straw shoot was too bent and kept falling out of the way.,0.5,1.5,0.5
shoot,rifle,I shot the deer with my rifle.,1.0,He shot the intruder with his rifle.,1.0,She shot the target with her rifle.,1.0,They shot the enemy with their rifles.,1.0,We shot the aliens with our rifles.,0.8,6.8,0.96
shoot,cannon,The cannon shot the target.,1.0,The cannon fired a bullet at the target.,1.0,The cannon blasted the target with a bullet.,0.8,The cannon hit the target with a bullet.,0.8,The cannon fired a bullet at the target and hit it.,1.0,4.5,0.92
shoot,pistol,I shot the pistol with my hand.,0.8,The pistol was shot by the police.,0.8,The pistol was shot by the criminal.,0.8,The pistol was shot by the assassin.,0.8,The pistol was shot by the marksman.,0.8,6.5,0.8
shoot,tank,The tank shot the enemy.,0.8,The enemy was shot by the tank.,0.8,The tank fired at the enemy.,0.8,The enemy was fired upon by the tank.,0.8,The tank hit the enemy.,0.5,4,0.74
shoot,arrow,The hunter shot the deer with an arrow.,1.0,The archer shot the target with a bow and arrow.,1.0,,1.0,,1.0,The hunter shot the deer with a crossbow and bolt.,0.5,5,0.9
dust,Kleenex,Kleenex dusts the table.,0.8,The dusting of the table with Kleenex is complete.,0.8,Kleenex is used to dust the table.,0.8,The table is dusted with Kleenex.,0.5,Kleenex is used to dust the table thoroughly.,0.8,3.5,0.74
dust,rag,The rag dusted the furniture.,0.8,The rag was used to dust the furniture.,0.8,The rag was used to clean the furniture.,0.8,,1.0,The rag was used to wipe down the furniture.,0.8,6.8,0.84
dust,sock,The dust in the sock made it difficult to walk.,0.5,"The sock was covered in dust, making it uncomfortable to wear.",0.75,The dust in the sock was a sign of poor cleaning.,0.5,"The sock was a mess, with dust all over it.",0.5,"The dust in the sock was a problem, as it made it difficult to see what was inside.",0.5,3.2,0.55
dust,cloth,The cloth was dusted with a soft cloth.,0.8,The cloth was dusted with a gentle touch.,0.8,The cloth was dusted with a soft brush.,0.8,The cloth was dusted with a soft cloth and a gentle touch.,0.8,The cloth was dusted with a soft brush and a gentle touch.,0.8,6.2,0.8
dust,water,The dust in the water made it difficult to see.,0.5,"The water was covered in dust, making it hard to swim.",0.5,,0.8,,0.8,,0.8,2.9,0.68
dust,beer,,0.0,,0.0,,0.0,,0.0,,0.0,1.1,0.0
cut,knife,The knife cut the cake.,1.0,The knife cut the rope.,1.0,The knife cut the meat.,1.0,The knife cut the vegetables.,1.0,The knife cut the fruit.,1.0,6.6,1.0
cut,paper,The knife cut the paper.,0.8,The scissors cut the paper.,0.8,The paper cut the knife.,0.5,The paper cut the scissors.,0.5,,0.8,3,0.68
cut,fork,,0.8,The chef used a fork to cut the meat.,0.8,,0.8,,0.8,,0.8,2.5,0.8
cut,saw,The saw cut the wood.,1.0,The wood was cut by the saw.,1.0,The saw was used to cut the wood.,1.0,The wood was cut with the saw.,1.0,The saw was used to cut the wood with precision.,0.8,5.9,0.96
cut,scissors,The scissors cut the paper.,1.0,The paper was cut by the scissors.,1.0,The scissors cut the paper into smaller pieces.,1.0,The paper was cut into smaller pieces by the scissors.,1.0,The scissors cut the paper into a neat square.,1.0,7,1.0
cut,teeth,I cut my teeth on a piece of cheese.,0.5,,1.0,,1.0,,1.0,The razor cut my beard into a neat trim.,0.5,3.7,0.8
cut,razor,The razor cut the apple in half.,1.0,The razor cut the cake with ease.,1.0,The razor cut the rope with a single stroke.,1.0,The razor cut the fabric with precision.,1.0,The razor cut the hair with a sharp blade.,1.0,4.6,1.0
eat,fork,I used a fork to eat my salad.,0.8,The waiter used a fork to serve me my dinner.,0.5,The chef used a fork to stir the pot.,0.5,The chef used a fork to scoop up the soup.,0.5,,0.8,6.7,0.62
eat,toothpick,I used a toothpick to eat my soup.,0.5,,0.5,,0.5,,0.5,,0.5,2.1,0.5
eat,knife,I used a knife to eat the pizza.,0.5,The knife was used to eat the pizza.,0.5,The pizza was eaten with a knife.,0.8,,0.5,,0.5,6.3,0.56
eat,pliers,,0.0,,0.0,,0.0,,0.0,,0.0,1,0.0
eat,spoon,I eat the spoon with my hands.,0.5,,0.8,,0.8,,0.8,I eat the soup with the spoon.,0.8,6.3,0.74
eat,cup,,0.5,,0.5,,0.5,,0.5,,0.5,3.3,0.5
eat,napkin,I used a napkin to eat my soup.,0.5,,0.75,,0.75,,0.75,,0.75,3.8,0.7
draw,pen,I drew a picture with my pen.,1.0,The artist drew a portrait with a pen.,0.8,The pen was used to draw a map.,0.8,The pen was used to draw a picture.,1.0,The pen was used to draw a line.,1.0,5.6,0.92
draw,marker,The marker drew a line on the paper.,1.0,The marker was used to draw a line on the paper.,1.0,The line was drawn with the marker.,1.0,The marker was used to draw a line.,1.0,The line was drawn with the marker on the paper.,0.8,5.8,0.96
draw,paper,I drew a picture on the paper with a pencil.,0.75,,0.8,,0.8,,0.8,The artist drew a detailed map of the city on the paper.,0.8,6.3,0.79
draw,stapler,I drew a picture with a stapler.,0.5,,0.8,The stapler helped me draw a picture.,0.5,I used a stapler to draw a picture.,0.5,The stapler was used to draw a picture.,0.5,1.2,0.56
draw,glue,,0.0,,0.0,,0.0,,0.0,,0.0,1.2,0.0
draw,crayon,I drew a picture with a crayon.,0.8,The crayon was used to draw the picture.,1.0,The crayon was the instrument used to draw the picture.,1.0,The crayon was the tool used to create the picture.,1.0,The crayon was the implement used to produce the picture.,1.0,5.7,0.96
draw,pencil,I drew a picture with a pencil.,0.8,The pencil drew a line on the paper.,0.8,The pencil was used to draw a picture.,0.8,The pencil was used to draw a line on the paper.,0.8,The pencil was used to draw a shape on the paper.,0.8,6.8,0.8
hunt,rocks,The hunter used the rocks to hunt the prey.,0.5,The rocks helped the hunter to hunt the prey.,0.5,The prey was hunted by the hunter using the rocks.,0.5,The rocks assisted the hunter in hunting the prey.,0.5,The hunter used the rocks to track the prey.,0.75,1.5,0.55
hunt,rifle,The hunter used a rifle to hunt the deer.,1.0,The hunter used a rifle to hunt the rabbit.,1.0,The hunter used a rifle to hunt the squirrel.,1.0,The hunter used a rifle to hunt the bird.,1.0,The hunter used a rifle to hunt the fish.,0.8,6.7,0.96
hunt,harpoon,The harpoon hunted the whale.,0.8,The whale hunted the harpoon.,0.8,The harpoon hunted the seal.,0.8,The seal hunted the harpoon.,0.8,The harpoon hunted the fish.,0.8,5.2,0.8
hunt,net,The hunter used a net to hunt the fish.,0.8,The fisherman used a net to hunt the fish.,1.0,The angler used a net to hunt the fish.,1.0,The fish hunter used a net to hunt the fish.,1.0,The fisherman used a net to catch the fish.,0.8,5.2,0.92
hunt,box,The hunter used a box to hunt the prey.,0.8,The box was used by the hunter to hunt the prey.,0.5,The prey was hunted by the hunter using a box.,0.75,The hunter hunted the prey using a box.,0.75,The box was used to hunt the prey by the hunter.,0.8,2.1,0.72
hunt,gun,The hunter used a gun to hunt the deer.,1.0,The hunter used a gun to hunt the rabbit.,0.8,The hunter used a gun to hunt the fox.,0.8,The hunter used a gun to hunt the bear.,0.8,The hunter used a gun to hunt the wild boar.,0.8,6.7,0.84
hunt,missile,The hunter used a missile to hunt the deer.,0.8,The missile was used by the hunter to hunt the deer.,0.5,The deer was hunted by the hunter using a missile.,0.8,The hunter hunted the deer using a missile.,0.8,The missile was used to hunt the deer by the hunter.,0.5,1.4,0.68
measure,protractor,The protractor measures the angle of the triangle.,0.8,The protractor measures the length of the line.,0.8,,1.0,,1.0,The protractor measures the height of the building.,0.8,5.1,0.88
measure,string,The string was measured with a ruler.,0.5,,0.0,The string was measured with a measuring tape.,0.5,,0.0,The string was measured with a measuring stick.,0.5,2.8,0.3
measure,scale,The scale measures the weight of the object.,1.0,The scale measures the length of the object.,1.0,The scale measures the height of the object.,1.0,The scale measures the volume of the object.,1.0,The scale measures the temperature of the object.,1.0,5.8,1.0
measure,ruler,The ruler was used to measure the length of the table.,1.0,The ruler was used to measure the width of the room.,1.0,The ruler was used to measure the height of the bookshelf.,1.0,The ruler was used to measure the distance between the two points.,1.0,The ruler was used to measure the angle between the two lines.,1.0,6.8,1.0
measure,balance,The balance of the scale measures the weight of the objects.,0.8,The balance of the scale measures the distance between the two objects.,0.5,The balance of the scale measures the angle between the two objects.,0.5,The balance of the scale measures the tilt of the objects.,0.8,The balance of the scale measures the inclination of the objects.,0.8,5.2,0.68
measure,stick,The stick measures the length of the book.,0.8,The book measures the length of the stick.,1.0,The stick measures the width of the book.,0.8,The book measures the width of the stick.,1.0,The stick measures the thickness of the book.,0.8,1.7,0.88
measure,pencil,,0.0,,0.0,,0.0,,0.0,,0.0,3.2,0.0
cure,medicine,The medicine cured the disease.,1.0,The medicine was used to cure the disease.,0.8,The medicine was used to treat the disease.,0.8,The medicine was used to heal the disease.,0.8,The medicine was used to alleviate the symptoms of the disease.,0.75,6.9,0.83
cure,herbs,The herbs cured the wound.,0.8,The herbs were used to cure the wound.,0.8,The herbs were used to treat the wound.,0.75,The herbs were used to heal the wound.,0.8,The herbs were used to alleviate the pain.,0.5,5.4,0.73
cure,therapy,The therapy cured the patient.,0.8,The patient was cured by the therapy.,1.0,The therapy was the instrument that cured the patient.,1.0,The patient was cured by the therapy as an instrument.,1.0,The therapy was the instrument that cured the patient as a result.,1.0,5.9,0.96
cure,kiss,The kiss cured the sickness.,0.5,The kiss helped the patient recover.,0.5,The kiss was the instrument of the cure.,0.8,The kiss was the means by which the patient was cured.,0.5,The kiss was the factor that led to the patient's recovery.,0.5,3.3,0.56
cure,acupuncture,Acupuncture cured the patient's headache.,0.8,The patient was cured by acupuncture.,0.8,Acupuncture was the instrument that cured the patient.,1.0,Acupuncture was the means by which the patient was cured.,0.8,Acupuncture was the instrument that was used to cure the patient.,0.8,4,0.84
cure,food,The cure for hunger is food.,0.8,,0.5,,0.5,,0.5,The cure for boredom is entertainment.,0.0,3.9,0.46
cure,sauna,The sauna cured my sore muscles.,0.75,The sauna helped me to cure my cold.,0.75,The sauna was the instrument that cured my illness.,0.8,The sauna was the means by which I cured my ailment.,0.8,The sauna was the instrument that helped me to recover from my injury.,0.8,2,0.78
float,boat,The boat floated on the water.,1.0,The boat floated down the river.,1.0,The boat floated across the lake.,1.0,The boat floated over the ocean.,1.0,The boat floated through the air.,1.0,6.4,1.0
float,raft,The raft floated on the water.,1.0,The raft floated down the river.,1.0,The raft floated across the lake.,1.0,The raft floated over the ocean.,1.0,The raft floated through the air.,1.0,6.2,1.0
float,chair,The chair floated on the water.,0.5,The chair floated in the air.,0.5,The chair floated on the ground.,0.5,The chair floated in the sky.,0.5,The chair floated in the ocean.,0.5,1.5,0.5
float,wood,The wood float in the water.,0.5,The wood float on the surface of the water.,0.5,The wood float in the air.,0.5,The wood float on the ground.,0.5,The wood float in the sky.,0.5,3.5,0.5
float,canoe,The canoe floated on the water.,1.0,The canoe floated down the river.,1.0,The canoe floated on the lake.,1.0,The canoe floated on the ocean.,1.0,The canoe floated on the pond.,1.0,5.8,1.0
float,tube,The tube floated in the water.,0.8,The tube floated on the surface of the water.,0.8,The tube floated in the air.,0.5,The tube floated on the ground.,0.5,The tube floated in the sky.,0.5,5.3,0.62
float,air,The air floated around the balloon.,0.5,The balloon floated in the air.,0.5,The air floated over the water.,0.5,The water floated under the air.,0.5,The air floated around the tree.,0.8,4.7,0.56
hit,fist,The ball was hit with a fist.,0.8,The fist hit the ball.,1.0,The ball was hit with a fist and it went flying.,0.8,The fist hit the ball and it went flying.,1.0,The ball was hit with a fist and it went flying through the air.,0.8,6.8,0.88
hit,water,The ball hit the water with a splash.,0.5,The water hit the ball with a splash.,0.5,,0.0,,0.0,,0.0,1.7,0.2
hit,bat,The ball was hit by the bat.,1.0,The bat hit the ball.,1.0,The ball was hit with the bat.,1.0,The bat hit the ball with a swing.,0.8,The ball was hit by the bat with a powerful swing.,1.0,5.9,0.96
hit,pillow,I hit the pillow with my fist.,0.5,The pillow was hit by the ball.,0.5,The pillow was hit with a hammer.,0.5,I hit the pillow with a hammer.,0.5,The pillow was hit by a hammer.,0.5,3.8,0.5
hit,stick,The ball hit the wall with the stick.,1.0,The stick hit the ball with a lot of force.,0.8,The stick hit the ball with a lot of speed.,0.8,The ball hit the stick with a lot of force.,0.8,The stick hit the ball with a lot of speed.,0.8,3.8,0.84
hit,hammer,The hammer hit the nail.,1.0,The hammer hit the wall.,1.0,The hammer hit the ball.,1.0,The hammer hit the target.,1.0,The hammer hit the enemy.,1.0,5.2,1.0
hit,apple,,0.0,,0.0,,0.0,"The apple was hit with a stick, causing it to fall to the ground.",0.5,,0.0,1.8,0.1
hit,towel,The ball hit the towel with a loud thud.,0.5,The towel hit the ball with a soft smack.,0.5,The towel hit the wall with a dull thud.,0.5,The ball hit the towel with a sharp crack.,0.5,The towel hit the ground with a soft thud.,0.5,2.2,0.5
revive,slap,The slap revived the patient.,0.5,The patient was revived by the slap.,0.5,The slap was the instrument that revived the patient.,0.8,The patient was revived by the slap as an instrument.,0.8,The slap was used as an instrument to revive the patient.,0.8,4.7,0.68
revive,water,The water revived the patient.,0.8,The patient was revived by the water.,0.8,The water helped to revive the patient.,0.8,The patient was revived by the water's effects.,0.75,The water's effects revived the patient.,0.5,4.8,0.73
revive,scream,,0.0,,0.0,,0.0,,0.0,,0.0,4,0.0
revive,silence,The silence revived the audience's attention.,0.8,The revival of the silence was a welcome change.,0.5,The silence was revived by the sudden noise.,0.5,The silence was revived by the music.,0.5,The silence was revived by the applause.,0.5,1.1,0.56
revive,oxygen,The doctor revived the patient with oxygen.,0.8,The patient was revived with oxygen by the doctor.,0.8,The oxygen revived the patient.,1.0,The patient was revived with oxygen.,1.0,The oxygen was used to revive the patient.,1.0,6,0.92
revive,respirator,The respirator revived the patient.,0.8,The patient was revived by the respirator.,0.8,The respirator helped revive the patient.,0.8,The patient was revived by the respirator's assistance.,0.8,The respirator's revival of the patient was crucial.,0.8,5.6,0.8
watch,telescope,I watched the stars through the telescope.,1.0,The telescope helped me watch the stars.,0.8,The telescope made it easy to watch the stars.,0.8,The telescope was used to watch the stars.,0.8,The telescope was the instrument used to watch the stars.,1.0,5.3,0.88
watch,mirror,I watched the movie through the mirror.,0.5,,0.75,The mirror was used to watch the movie.,0.5,The mirror was the instrument used to watch the movie.,0.5,The mirror was the tool used to watch the movie.,0.5,4.8,0.55
watch,binoculars,I watched the game with my binoculars.,0.8,The binoculars helped me watch the game.,0.8,I used my binoculars to watch the game.,1.0,The binoculars were used to watch the game.,1.0,I watched the game with binoculars.,0.8,6.1,0.88
watch,kaleidoscope,Watch the kaleidoscope carefully to see the colors change.,0.8,Watch the kaleidoscope to see the colors change.,0.8,Watch the kaleidoscope to see the colors.,0.8,Watch the kaleidoscope to see the colors.,0.8,Watch the kaleidoscope to see the colors.,0.8,2.7,0.8
watch,glasses,I watched the movie through my glasses.,0.5,She watched the game with her glasses on.,0.5,He watched the sunset through his glasses.,0.8,They watched the concert with their glasses on.,0.5,We watched the movie through our glasses.,0.5,6.2,0.56
watch,light,I watched the light flicker on the wall.,0.5,The light was watched by the cat.,0.5,The light was watched by the dog.,0.5,The light was watched by the bird.,0.5,,0.8,5,0.56
watch,radar,The radar watches the sky for any signs of danger.,0.8,The radar watches the plane as it flies through the air.,0.8,The radar watches the weather radar as it scans the sky.,0.8,The radar watches the traffic as it drives down the road.,0.8,The radar watches the news as it reports on the latest events.,0.8,3.8,0.8
dig,shovel,The dog dug a hole with a shovel.,1.0,The shovel dug a hole in the ground.,1.0,The hole was dug by a shovel.,1.0,The shovel was used to dig a hole.,1.0,A shovel was used to dig a hole.,1.0,6.9,1.0
dig,fork,,0.0,,0.0,,0.0,,0.0,The gardener used a fork to dig up weeds.,0.5,2.5,0.1
dig,spoon,,0.0,,0.0,,0.0,,0.0,,0.0,3,0.0
dig,cup,,0.0,,0.0,,0.0,,0.0,,0.0,1.9,0.0
dig,hoe,The farmer used a hoe to dig the soil.,1.0,The gardener used a hoe to dig up the weeds.,1.0,The construction worker used a hoe to dig the foundation.,1.0,The archaeologist used a hoe to dig up the artifacts.,1.0,The farmer used a hoe to dig a hole for the new well.,1.0,4.4,1.0
dig,pickaxe,The miner used a pickaxe to dig the coal.,1.0,The construction worker used a pickaxe to dig the foundation.,1.0,The archaeologist used a pickaxe to dig up the artifacts.,1.0,The farmer used a pickaxe to dig the soil.,1.0,The gardener used a pickaxe to dig the hole for the planting.,1.0,4,1.0
dig,spade,The spade dug a hole.,1.0,The spade dug a trench.,1.0,The spade dug a pit.,1.0,The spade dug a well.,1.0,The spade dug a tunnel.,1.0,5.6,1.0
stab,scissors,"The scissors stabbed the paper, causing it to tear.",0.8,"The scissors stabbed the paper, making it rip.",0.8,"The scissors stabbed the paper, causing it to tear apart.",0.8,"The scissors stabbed the paper, making it rip apart.",0.8,"The scissors stabbed the paper, causing it to tear and rip.",0.8,4,0.8
stab,fork,"The chef stabbed the chicken with a fork, but it didn't die.",0.8,,0.5,,0.5,"The chef stabbed the chicken with a fork, but it didn't bleed.",0.8,,0.5,4.3,0.62
stab,toothpick,"The toothpick stabbed the cake, causing it to crumble.",0.8,"The toothpick stabbed the cake, making it fall apart.",0.8,"The toothpick stabbed the cake, causing it to become soggy.",0.8,"The toothpick stabbed the cake, making it taste terrible.",0.8,"The toothpick stabbed the cake, causing it to become unappetizing.",0.8,3,0.8
stab,knife,The knife stabbed the man in the chest.,1.0,The man stabbed the knife into the table.,0.8,The knife stabbed the woman in the back.,1.0,The woman stabbed the knife at the man.,0.8,The man stabbed the knife into the ground.,1.0,6.8,0.92
stab,dagger,"The assassin stabbed the target with a dagger, using it as an instrument of death.",1.0,The dagger was used as an instrument of death by the assassin to stab the target.,1.0,"The target was stabbed with a dagger by the assassin, who used it as an instrument of death.",1.0,The assassin used a dagger as an instrument of death to stab the target.,1.0,"The dagger was used as an instrument of death by the assassin to stab the target, who was the target of the attack.",0.8,5.9,0.96
stab,razor,The razor stabbed the man.,0.8,The man stabbed the razor.,0.5,The razor stabbed itself.,1.0,,0.8,The razor stabbed the razor with the razor.,0.8,2.5,0.78
stab,hatchet,"The hatchet stabbed the tree, causing it to fall.",0.8,"The hatchet stabbed the man, causing him to bleed.",0.8,"The hatchet stabbed the woman, causing her to scream.",0.8,"The hatchet stabbed the child, causing him to cry.",0.8,"The hatchet stabbed the animal, causing it to die.",0.8,3.2,0.8
stab,nail,The nail stabbed the wall with a loud noise.,0.8,The nail stabbed the paper with a sharp point.,0.8,The nail stabbed the wound with a deep pain.,0.8,The nail stabbed the heart with a heavy blow.,0.8,The nail stabbed the soul with a sharp regret.,0.8,2.2,0.8
repair,hammer,The mechanic used a hammer to repair the car's engine.,0.5,,0.0,The mechanic used a hammer to fix the car's engine.,0.5,,0.0,The mechanic used a hammer to repair the car's engine problem.,0.5,6.7,0.3
repair,shoe,I will repair the shoe with a hammer.,0.5,The mechanic repaired the shoe with a wrench.,0.5,The shoe was repaired with a screwdriver.,0.5,The repairman fixed the shoe with a drill.,0.5,The shoe was repaired with a pliers.,0.5,1.5,0.5
repair,string,The mechanic repaired the string on my bike using a needle and thread.,0.5,,0.0,The electrician repaired the string on the violin using a soldering iron and wire.,0.5,The plumber repaired the string on the piano using a wrench and pipe fittings.,0.5,,0.0,3,0.3
repair,elastic,The elastic repair kit is perfect for fixing small tears in my favorite pair of jeans.,0.8,"The elastic repair in my socks is holding up well, thanks to the repair kit.",0.75,"I'm glad I have the elastic repair kit on hand, it's saved me from having to buy new socks so many times.",0.8,"The elastic repair in my shoelaces is holding up well, thanks to the repair kit.",0.5,"I'm so glad I have the elastic repair kit, it's saved me from having to buy new shoelaces so many times.",0.8,2.7,0.73
repair,glue,The mechanic used glue to repair the broken engine.,0.5,The carpenter used glue to repair the damaged furniture.,0.8,The plumber used glue to repair the leaking pipe.,0.5,The electrician used glue to repair the frayed wire.,0.5,The carpenter used glue to repair the broken window.,0.8,5.6,0.62
repair,saw,The mechanic repaired the saw with a new blade.,0.8,The carpenter repaired the saw with a new handle.,0.8,The electrician repaired the saw with a new motor.,0.8,The plumber repaired the saw with a new hose.,0.5,,0.8,4.4,0.74
