predicate,argument,sentence 1,sub-fit score 1,sentence 2,sub-fit score 2,sentence 3,sub-fit score 3,sentence 4,sub-fit score 4,sentence 5,sub-fit score 5,actual_fit,exp_fit
repair,screwdriver,The screwdriver was used to repair the broken door.,0.8,The screwdriver was used to repair the damaged table.,0.8,The screwdriver was used to repair the leaky faucet.,0.8,The screwdriver was used to repair the loose screw.,1.0,The screwdriver was used to repair the broken window.,0.8,6.2,0.84
repair,wrench,The mechanic used a wrench to repair the car's engine.,0.8,The car's engine was repaired with a wrench by the mechanic.,0.8,The wrench was used to repair the car's engine by the mechanic.,0.8,The mechanic repaired the car's engine with a wrench.,0.8,The car's engine was repaired by the mechanic using a wrench.,0.8,5.8,0.8
repair,tape,The mechanic repaired the tape on the car with a specialized tool.,0.75,The repairman used a tape repair kit to fix the damaged tape on the bicycle.,0.8,The tape repairman fixed the broken tape on the skateboard with a new piece.,0.75,The tape repair service replaced the damaged tape on the motorcycle with a high-quality replacement.,0.8,The tape repair specialist used a specialized tape repair machine to fix the damaged tape on the golf cart.,0.8,5.8,0.78
wrap,bandage,The nurse wrapped the bandage around the patient's arm.,0.8,The doctor wrapped the bandage around the wound.,1.0,The patient wrapped the bandage around the wound.,0.8,The nurse wrapped the bandage around the patient's leg.,0.8,The doctor wrapped the bandage around the patient's leg.,0.8,5.4,0.84
wrap,blanket,The blanket wrapped around the cat's neck.,0.8,The cat wrapped the blanket around its body.,0.8,The blanket wrapped itself around the cat.,0.8,The cat wrapped the blanket around its legs.,0.8,The blanket wrapped itself around the cat's body.,0.8,5.2,0.8
wrap,tinfoil,The tinfoil wrapped the present.,0.8,The present was wrapped in tinfoil.,0.8,The tinfoil was used to wrap the present.,0.8,The present was wrapped with tinfoil.,0.8,The tinfoil was used to wrap the present tightly.,0.8,5.9,0.8
wrap,curtain,The curtain wrapped around the door to keep it closed.,0.8,The curtain wrapped itself around the rod to hang.,0.8,The curtain wrapped the present in a neat package.,0.5,The curtain wrapped the gift in a colorful ribbon.,0.5,The curtain wrapped the picture in a protective layer.,0.8,1.6,0.68
wrap,tape,The tape wrapped around the box.,0.8,The box was wrapped with tape.,0.8,The tape was wrapped around the box.,1.0,The box was wrapped by tape.,0.8,The tape wrapped the box.,1.0,5.6,0.88
wrap,ribbon,The ribbon wrapped around the gift.,0.8,The ribbon wrapped the gift.,0.8,The ribbon wrapped itself around the gift.,0.8,The ribbon wrapped the gift with itself.,0.8,The ribbon wrapped the gift in itself.,0.8,5.3,0.8
wrap,scissors,The scissors wrapped the paper.,0.8,The paper was wrapped with scissors.,0.5,The scissors wrapped the package.,0.8,The package was wrapped with scissors.,0.8,The scissors wrapped the gift.,0.8,4.4,0.74
call,radio,Call the radio to report the news.,0.8,Call the radio to play the latest song.,0.8,Call the radio to request a song.,0.8,Call the radio to request a weather report.,0.8,Call the radio to request a sports update.,0.8,2.5,0.8
call,megaphone,The teacher called on the student with the megaphone to answer the question.,0.5,The police officer called the ambulance with the megaphone to report the accident.,0.5,The firefighter called the fire station with the megaphone to report the fire.,0.8,The chef called the waiter with the megaphone to order more ingredients.,0.5,The manager called the employee with the megaphone to give them a raise.,0.5,3.4,0.56
call,telephone,Call the telephone to make a call.,1.0,Call the telephone to receive a call.,1.0,Call the telephone to send a message.,1.0,Call the telephone to check the number.,1.0,Call the telephone to change the settings.,0.8,6.9,0.96
call,can,The phone can be used to call someone.,0.5,The can can be used to call someone.,0.75,The can can be used to call someone.,0.75,The can can be used to call someone.,0.75,The can can be used to call someone.,0.75,1.4,0.7
call,voice,The voice on the other end of the line called out to me.,0.5,The voice on the phone called my name.,0.5,The voice on the radio called out to me.,0.5,The voice on the TV called out to me.,0.5,The voice on the computer called out to me.,0.75,6.8,0.55
call,paper,,0.0,,0.0,,0.0,,0.0,,0.0,2.5,0.0
call,note,,0.0,,0.0,,0.0,,0.0,,0.0,2.7,0.0
call,computer,Call the computer to come to my office.,0.8,Call the computer to help me with my work.,0.8,Call the computer to tell me the time.,0.8,Call the computer to play a game with me.,0.8,Call the computer to show me a video.,0.8,4.8,0.8
attract,beauty,The beauty of the sunset attracted me to the beach.,0.5,The beach attracted me because of the beauty of the sunset.,0.5,The sunset attracted me to the beach because of its beauty.,0.5,The beauty of the sunset was the reason I went to the beach.,0.5,I went to the beach because of the beauty of the sunset.,0.5,6.8,0.5
attract,scent,The scent of the perfume attracted me to the store.,0.75,The scent of the flowers attracted me to the park.,0.75,The scent of the food attracted me to the restaurant.,0.75,The scent of the drink attracted me to the bar.,0.75,The scent of the music attracted me to the concert.,0.5,5.6,0.7
attract,humour,The humour in the movie attracted me to watch it.,0.75,The movie's humour attracted me to watch it.,0.5,The humour in the movie was attractive to me.,0.75,The movie's humour was attractive to me.,0.5,The humour in the movie was attractive.,0.75,6,0.65
attract,force,The force of gravity attracts the Earth to the Sun.,0.8,The force of magnetism attracts the North Pole to the South Pole.,0.8,The force of friction attracts the particles in a solid to the surface.,0.8,The force of electricity attracts the positive charges to the negative charges.,0.8,The force of gravity attracts the planets to the Sun.,0.8,1.8,0.8
attract,intelligence,The attractive intelligence of the speaker was evident in their words.,0.75,The speaker's intelligence was the instrument that attracted the audience's attention.,0.8,The speaker's intelligence was the instrument that attracted the attention of the audience.,0.8,"The speaker's intelligence was the instrument that attracted the attention of the audience, and it was evident in their words.",0.8,"The speaker's intelligence was the instrument that attracted the attention of the audience, and it was evident in their words, and it was the reason why the audience was so captivated by their words.",0.8,5.9,0.79
attract,money,The company's new marketing strategy attracted a lot of money to the company.,0.8,The new product attracted a lot of money to the company.,0.8,The company's new advertising campaign attracted a lot of money to the company.,0.8,The company's new partnership attracted a lot of money to the company.,0.8,The company's new investment attracted a lot of money to the company.,0.8,4.8,0.8
wash,water,The water washed the dishes.,1.0,The dishes were washed with water.,1.0,The water was used to wash the dishes.,1.0,The dishes were washed with the water.,1.0,The water was used to wash the dishes with.,1.0,7,1.0
wash,soap,I washed my hands with soap.,1.0,The soap washed the dishes.,0.8,The soap washed the car.,0.8,The soap washed the dog.,0.8,The soap washed the cat.,0.8,6.5,0.84
wash,detergent,I used detergent to wash the car.,0.8,The detergent washed the car.,0.8,The car was washed with detergent.,0.8,Detergent was used to wash the car.,0.8,The car was washed with detergent.,0.8,6.3,0.8
wash,paper,The paper washed easily in the washing machine.,0.8,The paper washed well in the washing machine.,0.5,The paper washed cleanly in the washing machine.,0.5,The paper washed thoroughly in the washing machine.,0.5,The paper washed effectively in the washing machine.,0.8,1.5,0.62
wash,vinegar,Wash the dishes with vinegar as an instrument.,0.5,Use vinegar as an instrument to wash the car.,0.5,Wash the clothes with vinegar as an instrument.,0.8,Wash the face with vinegar as an instrument.,0.8,Wash the hands with vinegar as an instrument.,0.8,2.8,0.68
wash,bleach,Wash the dishes with bleach.,0.8,Use bleach to wash the car.,0.8,Wash the clothes with bleach.,0.8,Wash the hands with bleach.,0.8,Wash the face with bleach.,0.5,4.8,0.74
time,sundial,The sundial showed the time.,0.5,The time was shown by the sundial.,0.8,The sundial indicated the time.,0.8,The time was indicated by the sundial.,0.8,The sundial displayed the time.,0.5,2.3,0.68
time,stopwatch,The stopwatch showed 10 minutes on the time.,0.5,The stopwatch showed 20 seconds on the time.,0.5,The stopwatch showed 30 seconds on the time.,0.5,The stopwatch showed 40 seconds on the time.,0.5,The stopwatch showed 50 seconds on the time.,0.5,6.5,0.5
time,clock,The clock showed 12:00 PM.,0.8,The clock ticked away at a steady pace.,0.5,The clock's hands moved smoothly.,0.5,The clock's face was perfectly aligned.,0.5,The clock's mechanism was well-oiled.,0.5,6.6,0.56
time,hourglass,The hourglass was used to measure time.,0.8,The hourglass was used to keep track of time.,0.8,The hourglass was used to tell the time.,0.8,The hourglass was used to measure the passage of time.,0.8,The hourglass was used to keep time.,0.8,2.7,0.8
time,sun,,0.0,,0.0,,0.0,,0.0,,0.0,2.4,0.0
time,watch,I watch the time on my watch.,0.8,The watch on my wrist shows the time.,0.75,The time on the clock is 12:00.,0.5,The watch in my pocket is ticking away the time.,0.75,The time on the wall is 10:00.,0.5,6.8,0.66
inflate,air,The balloon inflated with air.,1.0,The tire inflated with air.,1.0,The car inflated with air.,1.0,The air inflated the balloon.,1.0,The air inflated the tire.,1.0,6.6,1.0
inflate,water,The balloon inflated with water.,1.0,,1.0,,1.0,,1.0,,1.0,2.8,1.0
inflate,helium,The balloon inflated with helium.,1.0,The balloon was inflated with helium.,1.0,The balloon will be inflated with helium.,1.0,The balloon had been inflated with helium.,1.0,The balloon had inflated with helium.,1.0,6,1.0
inflate,smoke,,0.0,,0.0,,0.0,,0.0,,0.0,1.9,0.0
inflate,pump,The pump inflated the tire.,1.0,The tire inflated the balloon.,0.5,,1.0,The airplane inflated the balloon.,0.5,The balloon inflated the tire.,0.5,5.8,0.7
inflate,lungs,,0.0,,0.0,,0.0,,0.0,,0.0,5.7,0.0
inflate,generator,The generator inflated the tire.,0.8,The tire was inflated by the generator.,0.8,The generator inflated the balloon.,0.8,The balloon was inflated by the generator.,0.8,The generator inflated the airplane.,0.8,3.5,0.8
signal,password,,0.5,,0.5,,0.5,,0.5,,0.5,3.5,0.5
signal,flag,The flag signaling the start of the race was waved by the referee.,0.8,The flag was raised as a signal to the runner to start.,0.8,The flag was used as a signal to indicate the end of the race.,0.8,The flag was waved as a signal to the other runners to stop.,0.8,The flag was used as a signal to indicate the winner of the race.,0.8,4.6,0.8
signal,light,The light signal is used to signal the driver to stop.,0.8,The light signal is used to signal the pedestrian to cross the road.,0.8,The light signal is used to signal the traffic to slow down.,0.8,The light signal is used to signal the traffic to stop.,0.8,The light signal is used to signal the pedestrian to stop.,0.8,4.7,0.8
signal,nod,The signal to nod was clear.,0.5,The nod was a signal to stop.,0.8,The nod was a signal to start.,0.8,The nod was a signal to proceed.,0.8,The nod was a signal to slow down.,0.8,5.9,0.74
signal,cough,The doctor signaled for the nurse to bring him a glass of water.,0.0,The teacher signaled for the student to raise their hand.,0.0,The musician signaled for the audience to quiet down.,0.5,,0.8,,0.8,4,0.42
signal,hand,The signal from the hand was weak.,0.5,The hand signal was clear.,0.5,The signal from the hand was loud.,0.5,The hand signal was subtle.,0.5,The signal from the hand was strong.,0.8,6.5,0.56
vandalize,knife,The vandal used a knife to vandalize the building.,0.8,The vandal used a knife to vandalize the street.,0.8,The vandal used a knife to vandalize the park.,0.8,The vandal used a knife to vandalize the city.,0.8,The vandal used a knife to vandalize the country.,0.8,4.3,0.8
vandalize,paint,The vandalism of the painting was caused by the carelessness of the artist.,0.5,The vandalism of the painting was a deliberate act of destruction.,0.5,The vandalism of the painting was a result of the artist's frustration.,0.5,The vandalism of the painting was a form of protest against the art world.,0.5,The vandalism of the painting was a prank that backfired.,0.5,6,0.5
vandalize,pen,,0.0,The pen was used as an instrument to vandalize the wall.,0.5,"The pen was used to vandalize the wall, causing damage to the surface.",0.5,"The pen was used as a tool to vandalize the wall, leaving behind a mess.",0.5,"The pen was used to vandalize the wall, leaving behind a trail of destruction.",0.5,5.1,0.4
vandalize,eggs,,0.0,,0.0,,0.0,,0.0,,0.0,5.1,0.0
vandalize,keys,,0.0,The keys were vandalized by a group of vandals.,0.5,The keys were vandalized by a group of teenagers.,0.5,,0.0,The keys were vandalized by a group of vandals.,0.5,4.7,0.3
vandalize,mallet,The vandal used a mallet to vandalize the statue.,0.8,The vandal used a mallet to vandalize the park.,0.8,The vandal used a mallet to vandalize the building.,0.8,The vandal used a mallet to vandalize the street.,0.8,The vandal used a mallet to vandalize the city.,0.8,2.9,0.8
fish,rod,I caught a fish with a rod.,0.8,The fish was caught with a rod.,0.8,The rod was used to catch the fish.,0.8,The fish was caught using a rod.,1.0,The rod was the instrument used to catch the fish.,1.0,6.4,0.88
fish,stick,The fish swam through the water with the stick in its mouth.,0.5,The stick was used to catch the fish.,0.8,The fish was caught with the stick.,0.8,The stick was used to help the fish swim.,0.5,The fish was helped by the stick.,0.8,2.8,0.68
fish,net,The fisherman used a net to catch fish.,0.8,"The fish swam into the net, and the fisherman reeled it in.",0.75,"The net was made of a strong material, and it held the fish tightly.",0.8,"The fisherman was careful not to hurt the fish, and he released it back into the water.",0.5,"The net was a useful tool for the fisherman, and it helped him catch many fish.",0.8,5.9,0.73
fish,harpoon,The fisherman used a harpoon to catch the fish.,0.8,The fish was caught with a harpoon.,0.8,The harpoon was used to catch the fish.,0.8,The fish was harpooned.,0.8,The harpoon was used to harpoon the fish.,0.8,4.1,0.8
fish,yarn,,0.0,,0.0,,0.0,,0.0,,0.0,1.7,0.0
fish,line,The fish bit the line with its mouth.,0.5,The line was caught by the fish.,0.5,The fish used the line to escape from the net.,0.8,The line was broken by the fish.,0.5,The fish was caught on the line.,0.8,6.7,0.62
fish,lure,The fish bit the lure with its mouth.,0.5,The lure was used to catch the fish.,0.8,The fish was caught with the lure.,0.8,The lure was used to lure the fish.,0.8,The fish was lured by the lure.,0.8,5.9,0.74
fish,bait,The fish bit the bait.,0.8,The bait attracted the fish.,0.8,The fish used the bait to catch its prey.,0.8,The bait was used by the fish to catch its prey.,0.8,The fish used the bait to escape from its predator.,0.75,6.4,0.79
fish,pole,The fisherman used a long pole to catch the fish.,0.8,The fish swam away from the fisherman's pole.,0.5,The fisherman's pole was too short to catch the fish.,0.75,"The fisherman's pole was broken, so he couldn't catch any fish.",0.8,The fisherman used a fishing net to catch the fish.,0.8,6.3,0.73
teach,textbook,The teacher used the textbook to teach the students.,0.75,The textbook was used by the teacher to teach the students.,0.5,The teacher taught the students using the textbook.,0.5,The textbook was used by the teacher to teach the students.,0.5,The teacher used the textbook to teach the students.,0.75,6.2,0.6
teach,chalk,The teacher used chalk to teach the students.,0.5,The chalk was used by the teacher to teach the students.,0.5,The teacher taught the students with chalk.,0.5,The students were taught by the teacher using chalk.,0.5,The chalk was used to teach the students by the teacher.,0.5,6.1,0.5
teach,overhead,The teacher taught the students over the overhead projector.,0.75,The professor taught the class over the overhead projector.,0.75,The lecturer taught the students over the overhead projector.,0.75,The teacher taught the students over the overhead screen.,0.5,The professor taught the class over the overhead screen.,0.5,5.8,0.65
teach,spoon,The teacher used a spoon to teach the students how to eat their soup.,0.5,The spoon was the instrument the teacher used to teach the students.,0.5,The teacher taught the students how to eat their soup with a spoon.,0.5,The spoon was the tool the teacher used to teach the students.,0.0,The teacher used a spoon to teach the students how to eat their soup with precision.,0.5,1.1,0.4
teach,cartoon,The cartoon taught me how to draw.,0.5,The cartoon taught me how to read.,0.5,The cartoon taught me how to write.,0.5,The cartoon taught me how to count.,0.5,The cartoon taught me how to solve problems.,0.5,2.5,0.5
teach,graph,The teacher taught the graph to the students.,0.5,The graph was taught by the teacher to the students.,0.5,The students were taught the graph by the teacher.,0.5,The teacher taught the graph to the students with a smile.,0.5,The teacher taught the graph to the students with a frown.,0.5,4.6,0.5
teach,dice,,0.0,,0.0,,0.0,,0.0,,0.0,1.4,0.0
stir,spoon,Stir the spoon in the bowl.,0.8,Stir the spoon in the cup.,0.8,Stir the spoon in the pan.,0.8,Stir the spoon in the pot.,0.8,Stir the spoon in the saucepan.,1.0,6.9,0.84
stir,scissors,Stir the scissors with a spoon.,0.5,Stir the scissors with a fork.,0.5,Stir the scissors with a whisk.,0.5,Stir the scissors with a spatula.,0.5,Stir the scissors with a wooden spoon.,0.5,1.4,0.5
stir,fork,The chef stirred the soup with a fork.,0.8,,0.8,,0.8,,0.8,,0.8,4.1,0.8
stir,straw,Stir the straw in the drink.,0.5,Stir the straw in the soup.,0.5,Stir the straw in the tea.,0.5,Stir the straw in the coffee.,0.5,Stir the straw in the milk.,0.5,3.9,0.5
stir,stick,The chef stirred the soup with a wooden spoon.,0.5,The chef stirred the soup with a metal spatula.,0.8,,1.0,The chef stirred the soup with a wooden stick.,0.8,The chef stirred the soup with a metal stick.,1.0,2.8,0.82
heat,furnace,The furnace heated the metal.,0.8,The furnace heated the room.,0.8,The furnace heated the food.,0.8,The furnace heated the water.,0.8,The furnace heated the air.,0.8,6.7,0.8
heat,microwave,The microwave heated the food.,0.8,The microwave was used to heat the food.,0.8,The microwave was used to heat up the food.,0.8,The microwave was used to heat down the food.,0.8,The microwave was used to heat the food to a certain temperature.,0.8,6.3,0.8
heat,fire,The heat from the fire caused the metal to melt.,0.8,The fire caused the heat to rise.,0.8,The heat from the fire was intense.,0.8,The fire was the cause of the heat.,0.8,The heat from the fire was so intense that it melted the metal.,0.8,6.1,0.8
heat,oven,Heat the oven with a high temperature.,0.8,Heat the oven to a low temperature.,0.8,Heat the oven to a medium temperature.,0.8,Heat the oven to a high temperature.,0.8,Heat the oven to a very high temperature.,0.8,6.3,0.8
heat,stove,Heat the stove with a gas flame.,0.8,Heat the stove with a wood fire.,0.8,Heat the stove with a charcoal fire.,0.8,Heat the stove with a propane tank.,0.5,Heat the stove with a pellet stove.,0.8,6.3,0.74
heat,blanket,Heat the blanket with a hair dryer.,0.8,Heat the blanket with a space heater.,0.8,Heat the blanket with a microwave.,0.8,Heat the blanket with a toaster.,0.5,Heat the blanket with a stove.,0.8,5.9,0.74
gamble,dice,"I gambled on the dice, but I lost.",0.8,"The dice gambled on my money, but I won.",0.5,"I gambled on the dice, but I didn't win.",0.8,"The dice gambled on my money, but I lost.",0.5,"I gambled on the dice, but I didn't lose.",0.75,6.2,0.67
gamble,cards,"I gambled with my cards, but I lost.",0.75,"I gambled with my cards, and I won.",0.75,"I gambled with my cards, and I tied.",0.75,"I gambled with my cards, and I lost again.",0.8,"I gambled with my cards, and I won big.",0.75,6.6,0.76
gamble,money,I gambled my money on the lottery and lost it all.,0.8,I gambled my money on a risky investment and lost it all.,0.8,I gambled my money on a game of chance and lost it all.,0.8,I gambled my money on a game of skill and lost it all.,0.8,I gambled my money on a game of chance and won a fortune.,0.8,6.9,0.8
gamble,binoculars,I gambled my binoculars on the lottery and won big.,0.5,,0.0,,0.0,,0.0,,0.0,1.6,0.1
gamble,newspaper,,0.0,,0.0,,0.0,,0.0,,0.0,2.8,0.0
gamble,wheel,I gambled on the wheel and lost my shirt.,0.8,The casino owner gambled on the wheel and won big.,0.8,The gambler gambled on the wheel and lost his last penny.,0.8,The wheel gambled on the gambler and won big.,0.5,The gambler gambled on the wheel and lost his last penny.,0.8,4.2,0.74
drink,spoon,,0.0,,0.0,,0.0,The spoon was used to drink the soup.,0.5,,0.0,2.1,0.1
drink,straw,I drank the straw,0.5,The straw drank the water,0.5,The straw was used to drink the water,0.8,The straw was used to drink the coffee,0.8,The straw was used to drink the tea,0.8,5,0.68
drink,licorice,,0.0,,0.0,,0.0,,0.0,,0.0,2.2,0.0
drink,glass,I drank the glass of water.,0.8,She drank the glass of juice.,0.8,He drank the glass of soda.,0.8,They drank the glass of milk.,0.75,We drank the glass of beer.,0.8,6.8,0.79
drink,cup,I drank the cup of coffee.,0.8,She drank the cup of tea.,0.8,He drank the cup of juice.,0.8,They drank the cup of soda.,0.75,We drank the cup of water.,0.8,6.6,0.79
drink,bottle,I drank the bottle of water.,0.8,She drank the bottle of soda.,0.8,He drank the bottle of beer.,0.8,They drank the bottle of juice.,0.8,We drank the bottle of wine.,0.8,6.4,0.8
drink,mug,I drank the coffee from the mug.,0.75,She drank the tea from the mug.,0.75,He drank the juice from the mug.,0.5,They drank the milk from the mug.,0.5,We drank the water from the mug.,0.75,6.4,0.65
drink,hands,,0.0,,0.0,,0.0,,0.0,,0.0,5.2,0.0
slap,hand,I slapped my hand on the table to get attention.,0.8,The teacher slapped the student's hand for cheating.,0.8,The police officer slapped the criminal's hand to subdue him.,0.8,The doctor slapped the patient's hand to stop the bleeding.,0.8,The chef slapped the meat to make it tender.,0.8,6.8,0.8
slap,towel,I slapped the towel on the table with my hand.,0.5,The towel was slapped on the table by me.,0.5,The towel was slapped on the table with a lot of force.,0.5,The towel was slapped on the table with a wet cloth.,0.5,The towel was slapped on the table with a lot of force and a wet cloth.,0.5,3,0.5
slap,glove,The glove slapped the table.,0.5,The table slapped the glove.,0.5,The glove slapped the wall.,0.5,The wall slapped the glove.,0.5,The glove slapped the floor.,0.8,3.1,0.56
slap,paper,The teacher slapped the paper with a ruler to get the students' attention.,0.5,The student slapped the paper with a pencil to correct their mistakes.,0.5,The artist slapped the paper with a brush to create a new work of art.,0.5,The chef slapped the paper with a spatula to flip the pizza in the oven.,0.5,The musician slapped the paper with a drumstick to create a rhythmic beat.,0.5,1.4,0.5
slap,stick,The teacher slapped the student with a ruler as a form of punishment.,0.5,,0.8,The chef slapped the meat with a spatula to ensure it was cooked to perfection.,0.8,The doctor slapped the patient with a cold compress to help with their fever.,0.5,The musician slapped the strings with a bow to create a beautiful melody.,0.5,1.5,0.62
lock,key,The key locked the door.,1.0,The door was locked with the key.,1.0,The key was used to lock the door.,1.0,The door was locked by the key.,1.0,The key was used to lock the door.,1.0,6.7,1.0
lock,deadbolt,"The deadbolt lock on the door was broken, so I had to use a screwdriver to fix it.",0.8,"The deadbolt lock on the safe was not working, so I had to use a key to open it.",0.8,"The deadbolt lock on the car door was not functioning properly, so I had to use a spare key to unlock it.",0.8,"The deadbolt lock on the storage room was not secure, so I had to use a locksmith to fix it.",0.8,"The deadbolt lock on the vault was not working, so I had to use a combination to open it.",0.8,6.1,0.8
lock,glue,,0.0,,0.0,,0.0,,0.0,,0.0,1.6,0.0
lock,tape,The lock clicked as I turned the tape.,0.5,The tape was used to lock the door.,0.8,The lock was turned with the tape.,0.5,The tape was used to lock the box.,0.8,The box was locked with the tape.,0.8,1.6,0.68
lock,rope,The lock was locked with a rope.,0.8,The rope was used to lock the door.,0.8,The rope was used to lock the box.,0.8,The rope was used to lock the chest.,0.8,The rope was used to lock the safe.,0.8,2.2,0.8
lock,bar,The bar was locked with a key.,0.8,The key was used to lock the bar.,0.8,The bar was locked with a lock.,1.0,The lock was used to lock the bar.,1.0,The bar was locked with a key and a lock.,0.5,3.1,0.82
lock,padlock,The lock on the door was secured with a padlock.,1.0,The padlock was used to lock the door.,1.0,The padlock was used as an instrument to lock the door.,1.0,The padlock was used to secure the door.,1.0,The padlock was used to lock the door from the outside.,1.0,5.6,1.0
lock,latch,The lock clicked as the latch was turned.,0.8,The latch clicked as the lock was turned.,0.5,The lock clicked as the latch was turned open.,0.8,The latch clicked as the lock was turned closed.,0.5,The lock clicked as the latch was turned open and closed.,0.8,5.3,0.68
sterilize,water,The water was sterilized with heat.,0.8,The water was sterilized with UV light.,0.5,The water was sterilized with chemicals.,0.8,The water was sterilized with a special device.,0.8,The water was sterilized with a combination of heat and chemicals.,0.8,5.3,0.74
sterilize,heat,Heat was used to sterilize the equipment.,0.8,The heat was used to sterilize the equipment.,0.8,The heat was used to sterilize the equipment with.,0.8,The heat was used to sterilize the equipment through.,0.8,The heat was used to sterilize the equipment by.,0.8,6.6,0.8
sterilize,air,The doctor sterilized the air in the operating room to prevent the spread of germs.,0.8,The nurse sterilized the air in the patient's room to prevent the spread of infection.,0.8,The janitor sterilized the air in the hospital to prevent the spread of disease.,0.8,The scientist sterilized the air in the laboratory to prevent the spread of contaminants.,0.8,The engineer sterilized the air in the factory to prevent the spread of pollutants.,0.8,2.8,0.8
sterilize,alcohol,The doctor sterilized the alcohol with a special solution to prevent infection.,0.5,The nurse sterilized the alcohol with a sterilization machine to ensure its safety.,0.8,The scientist sterilized the alcohol with a chemical solution to eliminate any bacteria.,0.5,The chef sterilized the alcohol with a sterilization spray to prevent contamination.,0.8,The pharmacist sterilized the alcohol with a special sterilization process to ensure its purity.,0.8,5.4,0.68
sterilize,pressure,The pressure was used to sterilize the equipment.,0.8,The pressure was used to sterilize the patient's wound.,0.8,The pressure was used to sterilize the surgical site.,0.8,The pressure was used to sterilize the surgical instruments.,0.8,The pressure was used to sterilize the operating room.,0.8,2.9,0.8
sterilize,chemical,The chemist sterilized the equipment with a solution of ethylene oxide.,0.8,The surgeon sterilized the scalpel with a solution of 70% alcohol.,0.7,The chef sterilized the cutting board with a solution of bleach.,0.8,The scientist sterilized the test tube with a solution of formaldehyde.,0.8,The engineer sterilized the circuit board with a solution of isopropyl alcohol.,0.8,5.6,0.78
sterilize,salt,Sterilize the salt with heat to prevent bacterial growth.,0.8,Add salt to the sterilization solution to ensure thorough cleaning.,0.75,Sterilize the salt with UV light to kill any bacteria.,0.5,Sterilize the salt with a steam sterilizer to prevent bacterial growth.,0.5,Sterilize the salt with a chemical sterilizer to ensure complete cleanliness.,0.5,2.5,0.61
sterilize,butter,The butter was sterilized using a microwave oven.,0.5,,0.0,The butter was sterilized by being heated to a high temperature.,0.5,The butter was sterilized by being exposed to a strong chemical solution.,0.5,,0.0,1,0.3
