predicate,argument,actual_fit,exp_fit
serve,library,2.4,0.8
serve,restaurant,7,1.0
serve,hospital,5.1,0.8
sweep,living room,2.3,1.0
sweep,bathroom,4.8,1.0
sweep,restaurant,6.1,0.5
sweep,kitchen,6.8,1.0
sweep,barn,4.6,0.8
sweep,theatre,4.7,0.5
act,stage,6.9,1.0
act,school,5.1,0.8
act,work,2.9,0.0
act,theater,6.9,1.0
act,party,4.1,0.8
act,gymnasium,3.7,1.0
act,playground,2.9,1.0
examine,hospital,6.9,1.0
examine,office,4.7,1.0
examine,laboratory,6.8,1.0
examine,school,5.2,1.0
examine,court,5.9,1.0
examine,bank,3.8,1.0
gamble,bar,4.3,1.0
gamble,racetrack,6.8,0.8
gamble,casino,7,1.0
gamble,hotel,3.5,0.8
gamble,party,3.5,0.8
gamble,mall,2,0.8
gamble,airport,1.8,0.5
gamble,arena,3.8,1.0
drive,highway,7,0.8
drive,racetrack,6.2,1.0
drive,rink,2.8,0.5
drive,sidewalk,2.1,0.8
drive,ditch,1.7,0.8
drive,field,3.7,0.8
hunt,forest,6.9,1.0
hunt,lake,4.3,1.0
hunt,backyard,2.2,1.0
hunt,ocean,3.2,0.8
hunt,swamp,3.5,0.8
hunt,meadow,4.1,1.0
hunt,garden,2,0.8
browse,store,6.9,1.0
browse,classroom,2.5,0.8
browse,library,6.2,1.0
browse,gallery,6.8,1.0
browse,museum,6.6,1.0
browse,bar,3.2,1.0
bury,sandbox,6.3,0.8
bury,concrete,2.9,0.8
bury,ground,6.1,1.0
bury,cemetery,7,1.0
bury,dump,4.8,0.5
bury,subway,1.4,0.8
mingle,party,6.9,0.8
mingle,mall,4.3,0.8
mingle,office,4,0.75
mingle,bar,6.7,0.8
mingle,graduation,6.2,0.8
mingle,wedding,6.4,0.8
marry,house,4.4,0.8
marry,church,7,0.8
marry,island,3.7,0.5
marry,backyard,4.8,0.8
marry,prison,1.4,0.5
marry,brewery,1,0.5
applaud,classroom,4.3,0.8
applaud,concert,6.9,1.0
applaud,restaurant,2,0.5
applaud,playground,2,0.5
applaud,theater,6.9,1.0
applaud,arena,6.3,1.0
applaud,stadium,6.7,1.0
applaud,convention,5.5,1.0
beg,school,3.8,0.5
beg,street,5.6,1.0
beg,prison,4.6,0.8
beg,court,5.3,0.8
beg,sidewalk,4.4,0.8
beg,church,2.9,0.8
beg,casino,3.5,0.5
testify,office,2.5,1.0
testify,courtroom,7,1.0
testify,police station,5.8,0.8
testify,classroom,2.5,0.8
testify,planetarium,1.4,0.5
testify,store,1.4,0.8
testify,jail,3.3,1.0
wait,hospital,6.3,1.0
wait,restaurant,6.2,0.8
wait,office,5,0.8
wait,school,3.5,0.8
wait,lineup,7,1.0
wait,bedroom,1.6,1.0
swim,bathtub,2.3,0.5
swim,lake,6.7,0.8
swim,pool,7,1.0
swim,puddle,1.2,0.75
swim,ocean,6.6,1.0
swim,beach,6.2,1.0
swim,desert,1,0.0
swim,swamp,1.5,0.8
swim,creek,2.9,0.8
pray,temple,6.8,1.0
pray,church,7,0.8
pray,casino,4.2,0.0
pray,school,4.1,0.0
pray,cemetery,6,0.8
pray,kitchen,2.2,0.5
pray,theatre,1.5,0.0
confess,church,6.9,0.8
confess,school,4.2,0.8
confess,court,6,1.0
confess,office,3,1.0
confess,studio,1.7,0.8
confess,hearing,5.3,0.5
confess,jail,3.8,1.0
sleep,bathtub,2.2,0.5
sleep,tent,5.9,0.8
sleep,bedroom,7,1.0
sleep,hotel,6.3,0.8
sleep,chair,4.6,0.8
sleep,car,4.1,0.0
sleep,trailer,5.6,0.5
sleep,concert,1.5,0.0
wash,lake,4,0.8
wash,bathroom,7,1.0
wash,laundromat,4.9,0.8
wash,puddle,1.2,0.8
wash,pool,2.5,0.8
wash,factory,2.5,0.5
wash,hospital,5.6,0.0
run,house,2.8,0.8
run,track,6.9,0.8
run,treadmill,6.8,0.8
run,gymnasium,6.4,1.0
run,sidewalk,5.5,1.0
run,road,5.2,0.8
run,restaurant,1.3,0.5
fish,ocean,6.4,0.8
fish,lake,6.8,0.8
fish,pool,1.1,0.8
fish,puddle,1,0.8
fish,pond,5,0.8
fish,river,6.2,0.8
fish,swamp,2.5,0.8
weigh,supermarket,6.7,0.8
weigh,bathroom,6.4,0.8
weigh,gymnasium,5.7,0.75
weigh,hospital,5.5,0.8
weigh,restaurant,3.6,0.0
weigh,sauna,2.5,0.75
weigh,bar,1.6,0.5
weigh,classroom,2.6,0.8
weigh,delicatessen,6.3,0.8
rescue,lake,5.9,1.0
rescue,tree,4.8,0.8
rescue,house,4.9,1.0
rescue,park,3.9,1.0
rescue,cave,3.8,1.0
rescue,mine,4.4,1.0
rescue,ocean,4.8,1.0
rescue,battlefield,6,1.0
rescue,prison,2.8,1.0
exercise,car,1.4,0.0
exercise,gymnasium,7,1.0
exercise,house,5.1,0.5
exercise,school,4.9,0.5
exercise,track,6.9,0.8
exercise,stadium,4.4,0.8
exercise,campground,3.5,0.8
study,mall,1.6,0.5
study,library,6.9,1.0
study,bank,1.5,0.8
study,gymnasium,2.1,1.0
study,car,2.5,0.0
study,office,4.4,1.0
study,bedroom,5.8,1.0
study,dormitory,5.7,1.0
study,classroom,6.2,1.0
escape,hospital,3.4,0.8
escape,prison,4.3,1.0
escape,school,3.5,0.8
escape,resort,2.7,0.8
escape,gymnasium,2.3,0.8
escape,campground,2.5,0.8
deposit,library,4.7,0.8
deposit,bank,7,1.0
deposit,hospital,3.4,0.5
deposit,store,3.2,1.0
deposit,instabank,6.2,1.0
deposit,hotel,4.2,0.8
deposit,kitchen,2.3,1.0
mourn,party,1.6,0.8
mourn,funeral,7,1.0
mourn,wedding,2.2,0.5
mourn,bank,1.8,0.8
mourn,cemetery,6.8,1.0
mourn,temple,5.6,0.8
mourn,theatre,2,0.8
worship,theater,1.6,0.8
worship,chapel,6.7,1.0
worship,school,2.9,0.0
worship,bar,1.4,0.8
worship,temple,6.8,1.0
worship,cemetery,4.3,0.75
eat,restaurant,7,0.8
eat,kitchen,7,1.0
eat,pub,4.9,0.8
eat,delicatessen,5.3,0.8
eat,stadium,4.7,0.5
eat,lobby,2.6,0.8
eat,bedroom,3.5,0.5
shower,gymnasium,4.8,0.8
shower,bathroom,6.9,1.0
shower,pool,2.3,0.8
shower,field,1.2,0.8
shower,sauna,2.2,0.5
shower,cottage,4.3,0.5
cook,kitchen,7,1.0
cook,restaurant,6.8,0.5
cook,trailer,5,0.0
cook,mall,3.2,0.0
cook,campground,4.9,0.8
cook,cabin,5.2,0.5
cook,tent,2.2,0.0
sell,store,7,1.0
sell,street,5.4,1.0
sell,market,6.6,1.0
sell,mall,6.9,1.0
sell,arena,4.9,1.0
sell,driveway,2.5,0.8
sell,pub,6.2,0.8
sell,desert,1.1,0.8
preach,ghetto,2.5,0.8
preach,airport,2.3,0.8
preach,church,7,1.0
preach,synagogue,6.7,0.8
preach,street,3.2,0.8
preach,classroom,4.8,0.8
preach,courtroom,4.4,0.5
skate,backyard,3,1.0
skate,park,4.8,1.0
skate,pond,4.4,0.8
skate,rink,7,1.0
skate,arena,7,1.0
skate,lake,4.3,0.8
skate,schoolyard,2.3,1.0
stroll,countryside,6.4,0.8
stroll,park,6.8,1.0
stroll,forest,5.6,1.0
stroll,highway,1.3,0.8
stroll,field,4.3,1.0
stroll,riverbank,4.9,1.0
stroll,bathroom,1.1,0.5
dance,auditorium,5.3,1.0
dance,bar,5.8,1.0
dance,ballroom,7,1.0
dance,kitchen,2.6,0.5
dance,stage,5.4,1.0
dance,gymnasium,4.4,1.0
dance,shower,2.2,0.0
urinate,backyard,3.3,1.0
urinate,bathroom,7,1.0
urinate,mall,4.1,0.0
urinate,forest,4.3,0.5
urinate,field,3.5,0.8
urinate,lobby,1.4,0.0
urinate,bank,1.4,0.8
draw,classroom,6.2,0.8
draw,museum,4.1,0.8
draw,park,3.8,0.8
draw,beach,3.7,0.8
draw,studio,6.5,1.0
draw,cliff,2.6,0.8
draw,lake,2.8,0.8
